book no.,Year,sentence
volume55_book_351.txt,"July 26, 1933","Most of these, so far as my knowledge goes, are doing useful constructive work and earning an honest livelihood."
volume55_book_351.txt,"July 26, 1933",302 THE COLLECTED WORKS OF MAHATMA GANDHI The Ashram is a registered trust.
volume55_book_351.txt,"July 26, 1933",The funds at its disposal are ear-marked.
volume55_book_351.txt,"July 26, 1933","Whilst the aim has been to make every department self-supporting, it has hitherto been obliged to receive donations from friends to meet all the obligations."
volume55_book_351.txt,"July 26, 1933","Experience has shown that so long as it remains a predominantly educational service (using the term in the widest sense) and not only charges no fees but actually feeds and clothes the learners, it cannot be wholly self-supporting."
volume55_book_351.txt,"July 26, 1933",The Ashram owns immovable property estimated at about Rs.
volume55_book_351.txt,"July 26, 1933","3,60,000 and movables including cash estimated at over Rs."
volume55_book_351.txt,"July 26, 1933",The Ashram takes no part in politics so-called.
volume55_book_351.txt,"July 26, 1933","But it does believe in non-co-operation and civil disobedience as indispensable, under certain circumstances, for the observance of truth and non-violence."
volume55_book_351.txt,"July 26, 1933","Hence, the civil disobedience campaign of 1930 was started by the march to Dandi of nearly eighty inmates of the Ashram."
volume55_book_351.txt,"July 26, 1933",Time has now arrived for the Ashram to make a greater sacrifice in the face of the existing situation-on the one hand the growing terrorism by the Government and on the other the equally growing demoralization among the people.
volume55_book_351.txt,"July 26, 1933","The statements that have come under my observation since the breaking of my fast show that 1. methods of torture have been adopted by the police in various parts of India in order to cow down individual civil resisters, 2. women have been insulted, 3. free movement of people has become almost impossible, 4. in many parts of India, village work by Congressmen has become all but impossible, 5. civil resistance prisoners have been subjected to humiliations and bodily injury in many lock-ups and prisons, 6. unconscionably heavy fines have been imposed and gross irregularities committed for their recovery, 7. peasants withholding revenue or rent have been punished in a manner out of all proportion to their offence, obviously with a view to terrifying them and their neighbours into subjection 2 , 8. the public Press has been gagged, 9. in short, freedom with self-respect has become impossible throughout the length and breadth of the land."
volume55_book_351.txt,"July 26, 1933","I have no doubt that these statements will be denied or ex1 ""Over Rs."
volume55_book_351.txt,"July 26, 1933","3,00,000"" was later on corrected as ""nearly Rs."
volume55_book_351.txt,"July 26, 1933","2,00,000""; vide the following item."
volume55_book_351.txt,"July 26, 1933","2 The two words ""into subjection"" are reproduced from Bombay Secret Abstracts."
volume55_book_351.txt,"July 26, 1933","LETTER TO HOME SECRETARY, GOVERNMENT OF BOMBAY 303 plained away in official circles."
volume55_book_351.txt,"July 26, 1933",It may be that they are not free from exaggerations.
volume55_book_351.txt,"July 26, 1933",But in common with many Congressmen I believe in them and therefore they are able to arouse us to action.
volume55_book_351.txt,"July 26, 1933","Hence, mere incarceration can bring little satisfaction."
volume55_book_351.txt,"July 26, 1933","Moreover, I quite clearly see that the vast constructive programme of the Ashram cannot be carried on with safety, unless the Ashram ceases entirely to have anything to do with the campaign."
volume55_book_351.txt,"July 26, 1933",To accept such a position will be to deny the creed.
volume55_book_351.txt,"July 26, 1933",Up to now I had hoped that the existence of the Ashram side by side with the civil resistance of its individual members was possible and that there was bound to be an honourable peace between Government and the Congress in the near future even though the Congress goal might not be immediately realized.
volume55_book_351.txt,"July 26, 1933","The unfortunate rejection by His Excellency the Viceroy of the honest advance of the Congress through me, in the interest of peace, shows clearly that the Government do not seek or desire peace, they want an abject surrender by the largest and the admittedly most, if not the only, popular political organization in the country."
volume55_book_351.txt,"July 26, 1933",This is impossible so long as the Congress continues to repose confidence in its present advisers.
volume55_book_351.txt,"July 26, 1933",The struggle therefore is bound to be prolonged and calls for much greater sacrifice than the people have hitherto undergone.
volume55_book_351.txt,"July 26, 1933",It follows that the greatest measure of sacrifice is to be expected of me as the author of the movement.
volume55_book_351.txt,"July 26, 1933",I can therefore only offer that which is nearest and dearest to me and for the building of which I and many other members of the Ashram have laboured with infinite patience and care all these eighteen years.
volume55_book_351.txt,"July 26, 1933",Every head of cattle and every tree has its history and sacred associations.
volume55_book_351.txt,"July 26, 1933",They are all members of a big family.
volume55_book_351.txt,"July 26, 1933",What was once a barren plot of land has been turned by human endeavour into a fair-sized model garden colony.
volume55_book_351.txt,"July 26, 1933",It will not be without a tear that we shall break up the family and its activities.
volume55_book_351.txt,"July 26, 1933","I have had many and prayerful conversations with the inmates and they have, men and women, unanimously approved of the proposal to give up the present activities."
volume55_book_351.txt,"July 26, 1933",Those who are at all able have decided to offer individual civil disobedience after the suspension period is over.
volume55_book_351.txt,"July 26, 1933",It may not be superfluous to mention that the Ashram has for the past two years refused to pay revenue dues and consequently goods of considerable value have been seized and sold in respect of them.
volume55_book_351.txt,"July 26, 1933",I make no complaint of the procedure.
volume55_book_351.txt,"July 26, 1933",But it cannot be a matter of pleasure or profit to carry on a great institution in such precarious circumstances.
volume55_book_351.txt,"July 26, 1933","I fully realize that whether a State is just or unjust and whether it is under popular or foreign control, the citizen's possessions may at any time be forcibly taken away from 304 THE COLLECTED WORKS OF MAHATMA GANDHI him by the State, if he comes in conflict with it."
volume55_book_351.txt,"July 26, 1933","In the circumstances, it seems to me to be simple prudence to anticipate the inevitable in a conflict which promises to be indefinitely prolonged."
volume55_book_351.txt,"July 26, 1933",But whilst it has been decided to break up the Ashram we want everything to be used for public purpose.
volume55_book_351.txt,"July 26, 1933","Therefore, unless the Government for any reason desire to take charge of any or all of the movables including cash, I propose to hand them over to those friends who will take them and use them for public benefit and in accordance with the earmarking."
volume55_book_351.txt,"July 26, 1933",Thus the khadi stock and contents of the workshop and the weaving sheds will be handed over to the All-India Spinners' Association on whose behalf that activity has been carried on.
volume55_book_351.txt,"July 26, 1933",The cows and other cattle will be handed to a representative of the Goseva Sangh on whose behalf the dairy has been conducted.
volume55_book_351.txt,"July 26, 1933",The library will be handed probably to an institution that will take care of it.
volume55_book_351.txt,"July 26, 1933",The moneys and articles belonging to the various parties will be returned [to] them or kept for them by friends who will care to take charge of them.
volume55_book_351.txt,"July 26, 1933","Then there remain the land, the buildings and the crops."
volume55_book_351.txt,"July 26, 1933",I suggest that the Government take possession of these and do what they like with them.
volume55_book_351.txt,"July 26, 1933",I would gladly have handed these also to friends but I cannot be party to their paying the revenue dues.
volume55_book_351.txt,"July 26, 1933",And naturally I may not hand them to fellow resisters.
volume55_book_351.txt,"July 26, 1933","All, therefore, I wish is that beneficial use be made of the land, buildings and the valuable trees and crops instead of being allowed to run to waste as I see has been done in many cases."
volume55_book_351.txt,"July 26, 1933",There is a plot of land with buildings occupied by Harijan families.
volume55_book_351.txt,"July 26, 1933",They have hitherto paid no rent.
volume55_book_351.txt,"July 26, 1933",I have no desire to invite them to take part in civil resistance.
volume55_book_351.txt,"July 26, 1933",They will now pay the nominal rent of one rupee per year to the trustees of the Ashram and be responsible for the revenue due on that portion.
volume55_book_351.txt,"July 26, 1933","If for any reason, the Government decline to take possession of the property mentioned, the Ashram will still be vacated by the inmates as soon as may be after the expiry of the suspension period, viz., 31st instant unless the date is anticipated by the Government."
volume55_book_351.txt,"July 26, 1933","I request a telegraphic reply to this letter, at least, in so far as the Government's wishes regarding the movables are concerned so as to enable me to remove them in due time if I am to remove them at all."
volume53_book_392.txt,"February 13, 1933","LETTER TO HINDU CENTRAL COMMITTEE February 13, 1933 DEAR FRIENDS, 1."
volume53_book_392.txt,"February 13, 1933",In continuation of my letter acknowledging yours of 4th instant I have now to say that I have read the statement of the Hindu Central Committee with much attention and when after reading the statement I saw the names of distinguished lawyers amongst other notabilities as the original members of the Committee I was filled with sorrow.
