date,sentence,importance,event-type,cluster
"February 19, 1933",Write something for Harijan when you feel like doing so.,0,,
"February 19, 1933",I think innocent eggs are laid by hen without having been inseminated by a cock.,0,,
"February 19, 1933",You will get more information from the friend at Sangli.,0,,
"February 19, 1933",An innocent egg is one from which no chick can be born.,0,,
"February 19, 1933","Personally, I very much liked the design for the title page of Harijan.",0,,
"February 19, 1933",It was entirely my choice.,0,,
"February 19, 1933",At first we had thought of getting a block made.,0,,
"February 19, 1933",But I liked the design better after it was printed and so the idea of getting a block made was dropped.,0,,
"February 19, 1933",Shastra does not mean the pronouncements of men of spiritual experience in the past.,1,fact,34
"February 19, 1933","It means the words of living men today who have had first-hand spiritual experience, that is, who have realized the Brahman.",1,fact,34
"February 19, 1933",Shastra is something which is daily embodied in somebody's life.,1,fact,34
"February 19, 1933","What exists only in books and is not followed in life may be philosophy, or it may be foolish chatter or mere hypocrisy.",0,,
"February 19, 1933","Shastra must be immediately capable of realization in experience, it must spring from the living experience LETTER TO D. B. KALELKAR AND B. D. KALELKAR 349 of the person who utters it.",1,fact,34
"February 19, 1933",It is only in this sense that the Veda is eternal.,0,,
"February 19, 1933","All else is not Veda, but theorizing about Veda.",0,,
"February 19, 1933",.1 is resolved to marry .,0,,
"February 19, 1933",2 he should ignore our opposition and do so.,0,,
"February 19, 1933",There is no harm in doing that.,0,,
"February 19, 1933","The Gita verse, ""What can self-control avail3"", applies in this case.",1,fact,34
"February 19, 1933",But then the couple should have courage and confidence in themselves.,0,,
"February 19, 1933","If the people ultimately see that they lead a life of self-control, the world will forgive the couple.",0,,
"February 19, 1933",It is such action which forsakes the rule of Shastra.,0,,
"February 19, 1933","4 If it is inspired by a pure and noble ideal, it is ultimately condoned.",0,,
"February 19, 1933",But just now such conduct will be and ought to be disapproved.,0,,
"February 19, 1933","Our duty, therefore, is clear.",0,,
"February 19, 1933",We should not directly or indirectly give our consent to his marriage to .,0,,
"February 19, 1933","If, however, he does marry her and if the people ultimately approve the marriage, we also will join in the applause.",0,,
"February 19, 1933",is now forgetting .,0,,
"February 19, 1933",Blessings from BAPU 5 a.m.,0,,
"February 19, 1933","I wrote this letter between 3 and 5 and in the morning, excluding the time spent in prayer.",0,,
"February 19, 1933",I did not intend to give so much time to you-I cannot afford to do so.,0,,
"February 19, 1933","BAL5, Since children emulate their elders, the latter also should follow a child's praiseworthy example.",0,,
"February 19, 1933",Hence I follow yours.,0,,
"February 19, 1933",The news about Shankar6 is certainly good.,0,,
"February 19, 1933",But I will try and know more.,0,,
"February 19, 1933","Since I have given too much time to Kaka, I will not write more than this for you.",0,,
"September 14, 1933","LETTER TO JAWAHARLAL NEHRU 'PARNAKUTI', POONA, September 14, 1933 MY DEAR JAWAHARLAL, I am glad you have written so fully and frankly.1 When, on my return from London at the end of 1931, I found you to have been suddenly snatched away from me,2 I felt the separation keenly.",0,,
"September 14, 1933","I was, therefore, most anxious to meet you and exchange views.",0,,
"September 14, 1933","3 1 For the addressee's letter dated September 13, 1933, vide Appendix XIV.",0,,
"September 14, 1933","2 The addressee was arrested on December 26, 1931, while on his way to see Gandhiji; vide Vol.",1,event,137
"September 14, 1933",3 Gandhiji and Jawaharlal Nehru met and had long discussions from September 10.,1,event,137
"September 14, 1933",LETTER TO JAWAHARLAL NEHRU 427 With much of what you have said in your letter I am in complete agreement.,0,,
"September 14, 1933","The experience gained after the Karachi Congress has, if possible, strengthened my faith in the main resolution and the economic programme1 referred to by you.",0,,
"September 14, 1933",I have no doubt in my mind that our goal can be no less than 'Complete Independence'.,0,,
"September 14, 1933",I am also in whole-hearted agreement with you when you say that without a material revision of vested interests the condition of the masses can never be improved.,0,,
"September 14, 1933","I believe, too, though I may not go as far as you do, that before India can become one homogeneous entity, the princes will have to part with much of their power and become popular representatives of the people over whom they are ruling today.",1,demand,138
"September 14, 1933",I can corroborate from first-hand experience much of what you say about the Round Table Conference.,1,demand,138
"September 14, 1933","Nor have I the slightest difficulty in agreeing with you that in these days of rapid intercommunication and a growing consciousness of the oneness of all mankind, we must recognize that our nationalism must not be inconsistent with progressive internationalism.",1,demand,138
"September 14, 1933",India cannot stand in isolation and unaffected by what is going on in other parts of the world.,0,,
"September 14, 1933","I can, therefore, go the whole length with you and say that 'we should range ourselves with the progressive forces of the world'.",0,,
"September 14, 1933","But I know that though there is such an agreement between you and me in the enunciation of ideals, there are temperamental differences between us.",0,,
"September 14, 1933","Thus you have emphasized the necessity of a clear statement of the goal, but having once determined it, I have never attached importance to the repetition.",0,,
"September 14, 1933",The clearest possible definition of the goal and its appreciation would fail to take us there if we do not know and utilize the means of achieving it.,0,,
"September 14, 1933","I have, therefore, concerned myself principally with the conservation of the means and their progressive use.",0,,
"September 14, 1933","I know that if we can take care of them, attainment of the goal is assured.",0,,
"September 14, 1933",I feel too that our progress towards the goal will be in exact proportion to the purity of our means.,0,,
